Net Profit,Total Closed Trades,Percent Profitable,Profit Factor,Max Drawdown,Sharpe Ratio,Sortino Ratio,Total Commission Paid
220213.66666666826,34919,22.331681892379507,1.0830807856820215,-33864.66666666721,0.027329924170722025,0.04740898070757041,69838
