Date/Time,Type,Profit USD
2021-09-08 10:45:00+00:00,Short Entry,
2021-09-08 11:00:00+00:00,Short Exit (SL),-224.59999999999127
2021-09-08 11:15:00+00:00,Long Entry,
2021-09-08 11:30:00+00:00,Long Exit,23.333333333321207
2021-09-08 11:30:00+00:00,Short Entry,
2021-09-08 13:00:00+00:00,Short Exit,56.66666666667879
2021-09-08 13:00:00+00:00,Long Entry,
2021-09-08 13:15:00+00:00,Long Exit,38.33333333332121
2021-09-08 13:15:00+00:00,Short Entry,
2021-09-08 13:30:00+00:00,Short Exit (TP),294.8666666666759
2021-09-08 13:45:00+00:00,Short Entry,
2021-09-08 14:15:00+00:00,Short Exit,-151.6666666666788
2021-09-08 14:15:00+00:00,Long Entry,
2021-09-08 14:30:00+00:00,Long Exit (SL),-556.8666666666832
2021-09-08 15:15:00+00:00,Short Entry,
2021-09-08 17:30:00+00:00,Short Exit,-481.6666666666424
2021-09-08 17:30:00+00:00,Long Entry,
2021-09-08 18:00:00+00:00,Long Exit,-78.33333333335759
2021-09-08 18:00:00+00:00,Short Entry,
2021-09-08 18:00:00+00:00,Short Exit (SL),-437.1333333333314
2021-09-08 18:15:00+00:00,Long Entry,
2021-09-08 18:30:00+00:00,Long Exit,48.33333333335759
2021-09-08 18:30:00+00:00,Short Entry,
2021-09-08 18:45:00+00:00,Short Exit,45.0
2021-09-08 18:45:00+00:00,Long Entry,
2021-09-08 19:00:00+00:00,Long Exit,68.3333333333212
2021-09-08 19:00:00+00:00,Short Entry,
2021-09-08 19:15:00+00:00,Short Exit,-118.3333333333212
2021-09-08 19:15:00+00:00,Long Entry,
2021-09-08 19:30:00+00:00,Long Exit (SL),-347.7333333333081
2021-09-08 19:45:00+00:00,Short Entry,
2021-09-08 19:45:00+00:00,Short Exit (SL),-309.46666666666715
2021-09-08 20:00:00+00:00,Long Entry,
2021-09-08 22:45:00+00:00,End of Session Long Exit,-298.3333333333212
2021-09-09 05:15:00+00:00,Short Entry,
2021-09-09 05:30:00+00:00,Short Exit (TP),246.93333333332703
2021-09-09 06:45:00+00:00,Short Entry,
2021-09-09 07:00:00+00:00,Short Exit,38.33333333335759
2021-09-09 07:00:00+00:00,Long Entry,
2021-09-09 07:00:00+00:00,Long Exit (SL),-235.33333333332848
2021-09-09 07:15:00+00:00,Short Entry,
2021-09-09 07:15:00+00:00,Short Exit (SL),-320.2666666666846
2021-09-09 07:30:00+00:00,Long Entry,
2021-09-09 09:15:00+00:00,Long Exit,50.0
2021-09-09 09:15:00+00:00,Short Entry,
2021-09-09 09:30:00+00:00,Short Exit (SL),-218.66666666668607
2021-09-09 09:45:00+00:00,Long Entry,
2021-09-09 10:15:00+00:00,Long Exit,36.66666666667879
2021-09-09 10:15:00+00:00,Short Entry,
2021-09-09 10:30:00+00:00,Short Exit,-18.333333333357587
2021-09-09 10:30:00+00:00,Long Entry,
2021-09-09 10:45:00+00:00,Long Exit,-25.0
2021-09-09 10:45:00+00:00,Short Entry,
2021-09-09 11:30:00+00:00,Short Exit (TP),285.466666666689
2021-09-09 11:45:00+00:00,Short Entry,
2021-09-09 11:45:00+00:00,Short Exit (SL),-241.26666666667006
2021-09-09 13:00:00+00:00,Long Entry,
2021-09-09 13:30:00+00:00,Long Exit (TP),567.9999999999927
2021-09-09 13:45:00+00:00,Long Entry,
2021-09-09 14:45:00+00:00,Long Exit,5.0
2021-09-09 14:45:00+00:00,Short Entry,
2021-09-09 15:15:00+00:00,Short Exit (TP),685.6000000000131
2021-09-09 15:30:00+00:00,Short Entry,
2021-09-09 16:45:00+00:00,Short Exit,-116.66666666664241
2021-09-09 16:45:00+00:00,Long Entry,
2021-09-09 17:00:00+00:00,Long Exit,143.3333333333212
2021-09-09 17:00:00+00:00,Short Entry,
2021-09-09 17:15:00+00:00,Short Exit,-136.6666666666788
2021-09-09 17:15:00+00:00,Long Entry,
2021-09-09 17:15:00+00:00,Long Exit (SL),-386.26666666667006
2021-09-09 18:15:00+00:00,Long Entry,
2021-09-09 18:45:00+00:00,Long Exit,151.6666666666424
2021-09-09 18:45:00+00:00,Short Entry,
2021-09-09 18:45:00+00:00,Short Exit (SL),-486.73333333332266
2021-09-09 19:00:00+00:00,Long Entry,
2021-09-09 19:45:00+00:00,Long Exit (SL),-534.533333333311
2021-09-10 06:00:00+00:00,Long Entry,
2021-09-10 06:15:00+00:00,Long Exit,16.666666666678793
2021-09-10 06:15:00+00:00,Short Entry,
2021-09-10 07:00:00+00:00,Short Exit,-66.6666666666788
2021-09-10 07:00:00+00:00,Long Entry,
2021-09-10 07:15:00+00:00,Long Exit (TP),254.59999999999127
2021-09-10 07:30:00+00:00,Long Entry,
2021-09-10 08:30:00+00:00,Long Exit (TP),365.7333333333372
2021-09-10 09:15:00+00:00,Long Entry,
2021-09-10 09:30:00+00:00,Long Exit,21.666666666642413
2021-09-10 09:30:00+00:00,Short Entry,
2021-09-10 10:15:00+00:00,Short Exit,61.66666666667879
2021-09-10 10:15:00+00:00,Long Entry,
2021-09-10 10:45:00+00:00,Long Exit (TP),191.59999999999854
2021-09-10 11:00:00+00:00,Long Entry,
2021-09-10 11:30:00+00:00,Long Exit,-105.0
2021-09-10 11:30:00+00:00,Short Entry,
2021-09-10 11:45:00+00:00,Short Exit,-8.333333333321207
2021-09-10 11:45:00+00:00,Long Entry,
2021-09-10 12:00:00+00:00,Long Exit (TP),215.66666666669335
2021-09-10 12:15:00+00:00,Long Entry,
2021-09-10 12:30:00+00:00,Long Exit,63.33333333332121
2021-09-10 12:30:00+00:00,Short Entry,
2021-09-10 13:15:00+00:00,Short Exit (SL),-142.400000000016
2021-09-10 13:45:00+00:00,Long Entry,
2021-09-10 14:00:00+00:00,Long Exit (SL),-340.6000000000131
2021-09-10 14:45:00+00:00,Short Entry,
2021-09-10 15:30:00+00:00,Short Exit (TP),952.6666666666642
2021-09-10 16:00:00+00:00,Short Entry,
2021-09-10 16:00:00+00:00,Short Exit (SL),-708.2666666666773
2021-09-10 17:30:00+00:00,Short Entry,
2021-09-10 18:15:00+00:00,Short Exit (TP),675.0
2021-09-10 19:30:00+00:00,Short Entry,
2021-09-10 19:45:00+00:00,Short Exit (TP),862.6666666666642
2021-09-13 05:15:00+00:00,Short Entry,
2021-09-13 05:45:00+00:00,Short Exit (SL),-358.66666666668607
2021-09-13 06:45:00+00:00,Long Entry,
2021-09-13 07:30:00+00:00,Long Exit,-61.66666666667879
2021-09-13 07:30:00+00:00,Short Entry,
2021-09-13 07:45:00+00:00,Short Exit,-88.3333333333212
2021-09-13 07:45:00+00:00,Long Entry,
2021-09-13 08:00:00+00:00,Long Exit,85.0
2021-09-13 08:00:00+00:00,Short Entry,
2021-09-13 08:00:00+00:00,Short Exit (SL),-232.599999999984
2021-09-13 09:30:00+00:00,Long Entry,
2021-09-13 09:45:00+00:00,Long Exit,30.0
2021-09-13 09:45:00+00:00,Short Entry,
2021-09-13 10:00:00+00:00,Short Exit,-8.333333333357587
2021-09-13 10:00:00+00:00,Long Entry,
2021-09-13 10:00:00+00:00,Long Exit (TP),222.33333333333576
2021-09-13 10:30:00+00:00,Long Entry,
2021-09-13 11:30:00+00:00,Long Exit (SL),-84.0666666666948
2021-09-13 12:00:00+00:00,Long Entry,
2021-09-13 12:00:00+00:00,Long Exit (TP),224.00000000001455
2021-09-13 12:15:00+00:00,Long Entry,
2021-09-13 13:15:00+00:00,Long Exit (TP),337.0000000000073
2021-09-13 13:30:00+00:00,Long Entry,
2021-09-13 13:30:00+00:00,Long Exit (SL),-248.1999999999971
2021-09-13 15:00:00+00:00,Long Entry,
2021-09-13 15:00:00+00:00,Long Exit (SL),-919.5999999999913
2021-09-13 16:15:00+00:00,Long Entry,
2021-09-13 17:45:00+00:00,Long Exit (SL),-294.00000000001455
2021-09-13 18:30:00+00:00,Short Entry,
2021-09-13 19:00:00+00:00,Short Exit,-213.3333333333212
2021-09-13 19:00:00+00:00,Long Entry,
2021-09-13 19:00:00+00:00,Long Exit (SL),-454.59999999999127
2021-09-13 19:30:00+00:00,Long Entry,
2021-09-13 22:45:00+00:00,End of Session Long Exit,830.0
2021-09-14 05:30:00+00:00,Long Entry,
2021-09-14 05:45:00+00:00,Long Exit,60.0
2021-09-14 05:45:00+00:00,Short Entry,
2021-09-14 06:00:00+00:00,Short Exit (TP),280.53333333333285
2021-09-14 06:30:00+00:00,Long Entry,
2021-09-14 06:30:00+00:00,Long Exit (SL),-249.13333333333867
2021-09-14 06:45:00+00:00,Short Entry,
2021-09-14 07:00:00+00:00,Short Exit (TP),416.6666666666788
2021-09-14 07:30:00+00:00,Short Entry,
2021-09-14 08:00:00+00:00,Short Exit (SL),-340.99999999998545
2021-09-14 10:00:00+00:00,Short Entry,
2021-09-14 10:00:00+00:00,Short Exit (SL),-188.8000000000102
2021-09-14 11:15:00+00:00,Short Entry,
2021-09-14 11:45:00+00:00,Short Exit (TP),276.8000000000029
2021-09-14 12:00:00+00:00,Short Entry,
2021-09-14 12:15:00+00:00,Short Exit (SL),-307.66666666666424
2021-09-14 12:30:00+00:00,Long Entry,
2021-09-14 12:30:00+00:00,Long Exit (TP),517.400000000016
2021-09-14 13:30:00+00:00,Long Entry,
2021-09-14 13:30:00+00:00,Long Exit (SL),-420.20000000000437
2021-09-14 14:30:00+00:00,Long Entry,
2021-09-14 14:45:00+00:00,Long Exit,341.6666666666424
2021-09-14 14:45:00+00:00,Short Entry,
2021-09-14 15:15:00+00:00,Short Exit,-286.6666666666424
2021-09-14 15:15:00+00:00,Long Entry,
2021-09-14 16:00:00+00:00,Long Exit (TP),1143.2666666666773
2021-09-14 17:30:00+00:00,Long Entry,
2021-09-14 18:15:00+00:00,Long Exit (SL),-568.1999999999971
2021-09-14 19:30:00+00:00,Short Entry,
2021-09-14 19:45:00+00:00,Short Exit (SL),-540.9999999999854
2021-09-15 05:15:00+00:00,Short Entry,
2021-09-15 05:30:00+00:00,Short Exit (TP),237.2666666666919
2021-09-15 06:15:00+00:00,Short Entry,
2021-09-15 06:30:00+00:00,Short Exit (SL),-233.4666666666817
2021-09-15 07:30:00+00:00,Long Entry,
2021-09-15 08:00:00+00:00,Long Exit,35.0
2021-09-15 08:00:00+00:00,Short Entry,
2021-09-15 08:15:00+00:00,Short Exit,-85.0
2021-09-15 08:15:00+00:00,Long Entry,
2021-09-15 09:30:00+00:00,Long Exit,-146.6666666666424
2021-09-15 09:30:00+00:00,Short Entry,
2021-09-15 09:45:00+00:00,Short Exit,3.3333333333212067
2021-09-15 09:45:00+00:00,Long Entry,
2021-09-15 10:15:00+00:00,Long Exit,38.33333333332121
2021-09-15 10:15:00+00:00,Short Entry,
2021-09-15 10:30:00+00:00,Short Exit,13.333333333357587
2021-09-15 10:30:00+00:00,Long Entry,
2021-09-15 10:45:00+00:00,Long Exit (SL),-153.13333333331684
2021-09-15 11:00:00+00:00,Short Entry,
2021-09-15 11:15:00+00:00,Short Exit (TP),253.8000000000102
2021-09-15 11:30:00+00:00,Short Entry,
2021-09-15 12:00:00+00:00,Short Exit,21.666666666642413
2021-09-15 12:00:00+00:00,Long Entry,
2021-09-15 12:15:00+00:00,Long Exit,20.0
2021-09-15 12:15:00+00:00,Short Entry,
2021-09-15 12:30:00+00:00,Short Exit (SL),-184.53333333331102
2021-09-15 12:45:00+00:00,Long Entry,
2021-09-15 13:30:00+00:00,Long Exit,-8.333333333321207
2021-09-15 13:30:00+00:00,Short Entry,
2021-09-15 13:30:00+00:00,Short Exit (SL),-306.26666666667006
2021-09-15 13:45:00+00:00,Short Entry,
2021-09-15 14:45:00+00:00,Short Exit,476.6666666666788
2021-09-15 14:45:00+00:00,Long Entry,
2021-09-15 16:30:00+00:00,Long Exit (TP),1412.6666666666642
2021-09-15 17:30:00+00:00,Long Entry,
2021-09-15 18:30:00+00:00,Long Exit (TP),648.6000000000058
2021-09-15 19:00:00+00:00,Long Entry,
2021-09-15 19:15:00+00:00,Long Exit (TP),478.6000000000058
2021-09-16 05:15:00+00:00,Long Entry,
2021-09-16 05:30:00+00:00,Long Exit,73.3333333333212
2021-09-16 05:30:00+00:00,Short Entry,
2021-09-16 06:15:00+00:00,Short Exit,20.0
2021-09-16 06:15:00+00:00,Long Entry,
2021-09-16 06:30:00+00:00,Long Exit (SL),-222.20000000001164
2021-09-16 07:30:00+00:00,Long Entry,
2021-09-16 08:15:00+00:00,Long Exit (SL),-270.99999999998545
2021-09-16 08:30:00+00:00,Short Entry,
2021-09-16 09:30:00+00:00,Short Exit (TP),368.13333333331684
2021-09-16 10:15:00+00:00,Short Entry,
2021-09-16 10:30:00+00:00,Short Exit,-63.33333333335759
2021-09-16 10:30:00+00:00,Long Entry,
2021-09-16 11:30:00+00:00,Long Exit (SL),-193.66666666668607
2021-09-16 12:30:00+00:00,Short Entry,
2021-09-16 12:30:00+00:00,Short Exit (SL),-289.19999999998254
2021-09-16 12:45:00+00:00,Long Entry,
2021-09-16 13:15:00+00:00,Long Exit,-1.6666666666787933
2021-09-16 13:15:00+00:00,Short Entry,
2021-09-16 13:30:00+00:00,Short Exit (SL),-373.73333333332994
2021-09-16 13:45:00+00:00,Short Entry,
2021-09-16 13:45:00+00:00,Short Exit (TP),897.599999999984
2021-09-16 14:00:00+00:00,Short Entry,
2021-09-16 14:30:00+00:00,Short Exit,473.3333333333212
2021-09-16 14:30:00+00:00,Long Entry,
2021-09-16 15:00:00+00:00,Long Exit,21.666666666678793
2021-09-16 15:00:00+00:00,Short Entry,
2021-09-16 15:15:00+00:00,Short Exit,-40.0
2021-09-16 15:15:00+00:00,Long Entry,
2021-09-16 15:30:00+00:00,Long Exit,265.0
2021-09-16 15:30:00+00:00,Short Entry,
2021-09-16 15:45:00+00:00,Short Exit,-211.6666666666788
2021-09-16 15:45:00+00:00,Long Entry,
2021-09-16 16:30:00+00:00,Long Exit (TP),980.4000000000087
2021-09-16 16:45:00+00:00,Long Entry,
2021-09-16 17:45:00+00:00,Long Exit,51.66666666667879
2021-09-16 17:45:00+00:00,Short Entry,
2021-09-16 17:45:00+00:00,Short Exit (SL),-363.66666666668607
2021-09-16 18:30:00+00:00,Short Entry,
2021-09-16 19:00:00+00:00,Short Exit (SL),-511.59999999999854
2021-09-16 19:30:00+00:00,Short Entry,
2021-09-16 22:45:00+00:00,End of Session Short Exit,311.6666666666788
2021-09-17 05:15:00+00:00,Short Entry,
2021-09-17 05:45:00+00:00,Short Exit (SL),-148.3333333333212
2021-09-17 06:00:00+00:00,Long Entry,
2021-09-17 07:00:00+00:00,Long Exit,66.66666666664241
2021-09-17 07:00:00+00:00,Short Entry,
2021-09-17 07:00:00+00:00,Short Exit (SL),-137.33333333333576
2021-09-17 09:00:00+00:00,Long Entry,
2021-09-17 09:00:00+00:00,Long Exit (SL),-150.99999999998545
2021-09-17 09:45:00+00:00,Short Entry,
2021-09-17 10:45:00+00:00,Short Exit (TP),366.33333333331393
2021-09-17 11:15:00+00:00,Short Entry,
2021-09-17 11:30:00+00:00,Short Exit,-28.333333333321207
2021-09-17 11:30:00+00:00,Long Entry,
2021-09-17 12:00:00+00:00,Long Exit (TP),436.59999999999854
2021-09-17 12:30:00+00:00,Long Entry,
2021-09-17 13:15:00+00:00,Long Exit,123.3333333333212
2021-09-17 13:15:00+00:00,Short Entry,
2021-09-17 13:30:00+00:00,Short Exit (TP),420.0
2021-09-17 13:45:00+00:00,Short Entry,
2021-09-17 14:00:00+00:00,Short Exit (TP),1126.6666666666788
2021-09-17 14:30:00+00:00,Long Entry,
2021-09-17 14:45:00+00:00,Long Exit,363.3333333333212
2021-09-17 14:45:00+00:00,Short Entry,
2021-09-17 15:30:00+00:00,Short Exit (TP),1144.0666666666948
2021-09-17 15:45:00+00:00,Short Entry,
2021-09-17 16:15:00+00:00,Short Exit,-300.0
2021-09-17 16:15:00+00:00,Long Entry,
2021-09-17 17:15:00+00:00,Long Exit,-103.3333333333212
2021-09-17 17:15:00+00:00,Short Entry,
2021-09-17 17:45:00+00:00,Short Exit (TP),735.9333333333052
2021-09-17 18:00:00+00:00,Short Entry,
2021-09-17 19:00:00+00:00,Short Exit (SL),-554.6666666666715
2021-09-17 19:15:00+00:00,Short Entry,
2021-09-17 19:30:00+00:00,Short Exit (SL),-557.0000000000073
2021-09-17 19:45:00+00:00,Long Entry,
2021-09-17 20:30:00+00:00,Long Exit (SL),-663.1333333333168
2021-09-20 05:45:00+00:00,Short Entry,
2021-09-20 06:00:00+00:00,Short Exit,55.0
2021-09-20 06:00:00+00:00,Long Entry,
2021-09-20 06:00:00+00:00,Long Exit (SL),-328.26666666667734
2021-09-20 06:45:00+00:00,Short Entry,
2021-09-20 07:45:00+00:00,Short Exit,-73.3333333333212
2021-09-20 07:45:00+00:00,Long Entry,
2021-09-20 08:00:00+00:00,Long Exit (SL),-648.3333333333212
2021-09-20 09:45:00+00:00,Short Entry,
2021-09-20 10:15:00+00:00,Short Exit,-166.6666666666788
2021-09-20 10:15:00+00:00,Long Entry,
2021-09-20 11:00:00+00:00,Long Exit,66.6666666666788
2021-09-20 11:00:00+00:00,Short Entry,
2021-09-20 11:15:00+00:00,Short Exit,-5.0
2021-09-20 11:15:00+00:00,Long Entry,
2021-09-20 11:15:00+00:00,Long Exit (SL),-375.40000000000873
2021-09-20 11:45:00+00:00,Short Entry,
2021-09-20 12:15:00+00:00,Short Exit (TP),849.3333333333067
2021-09-20 13:15:00+00:00,Long Entry,
2021-09-20 13:30:00+00:00,Long Exit,-141.6666666666788
2021-09-20 13:30:00+00:00,Short Entry,
2021-09-20 13:30:00+00:00,Short Exit (SL),-563.5333333333256
2021-09-20 13:45:00+00:00,Long Entry,
2021-09-20 14:00:00+00:00,Long Exit (SL),-1090.7333333333372
2021-09-20 14:30:00+00:00,Short Entry,
2021-09-20 16:00:00+00:00,Short Exit (TP),1681.5333333333183
2021-09-20 16:45:00+00:00,Short Entry,
2021-09-20 17:30:00+00:00,Short Exit,86.6666666666788
2021-09-20 17:30:00+00:00,Long Entry,
2021-09-20 18:00:00+00:00,Long Exit (SL),-827.5333333333037
2021-09-20 20:00:00+00:00,Long Entry,
2021-09-20 22:45:00+00:00,End of Session Long Exit,533.3333333333212
2021-09-21 05:45:00+00:00,Short Entry,
2021-09-21 06:15:00+00:00,Short Exit,21.666666666678793
2021-09-21 06:15:00+00:00,Long Entry,
2021-09-21 07:15:00+00:00,Long Exit (TP),700.0666666666802
2021-09-21 08:30:00+00:00,Short Entry,
2021-09-21 08:45:00+00:00,Short Exit,-196.6666666666788
2021-09-21 08:45:00+00:00,Long Entry,
2021-09-21 09:00:00+00:00,Long Exit,153.3333333333576
2021-09-21 09:00:00+00:00,Short Entry,
2021-09-21 09:15:00+00:00,Short Exit (TP),701.7333333333227
2021-09-21 09:30:00+00:00,Short Entry,
2021-09-21 09:45:00+00:00,Short Exit,-170.0
2021-09-21 09:45:00+00:00,Long Entry,
2021-09-21 10:00:00+00:00,Long Exit,-15.0
2021-09-21 10:00:00+00:00,Short Entry,
2021-09-21 11:00:00+00:00,Short Exit,90.0
2021-09-21 11:00:00+00:00,Long Entry,
2021-09-21 11:15:00+00:00,Long Exit,50.0
2021-09-21 11:15:00+00:00,Short Entry,
2021-09-21 12:00:00+00:00,Short Exit,61.66666666667879
2021-09-21 12:00:00+00:00,Long Entry,
2021-09-21 12:00:00+00:00,Long Exit (SL),-296.33333333331393
2021-09-21 12:15:00+00:00,Short Entry,
2021-09-21 13:00:00+00:00,Short Exit (TP),733.8000000000102
2021-09-21 13:30:00+00:00,Long Entry,
2021-09-21 13:30:00+00:00,Long Exit (SL),-549.3999999999869
2021-09-21 14:15:00+00:00,Short Entry,
2021-09-21 14:30:00+00:00,Short Exit,63.33333333335759
2021-09-21 14:30:00+00:00,Long Entry,
2021-09-21 14:45:00+00:00,Long Exit (SL),-1129.533333333311
2021-09-21 15:00:00+00:00,Short Entry,
2021-09-21 15:00:00+00:00,Short Exit (SL),-1193.1333333333168
2021-09-21 15:15:00+00:00,Long Entry,
2021-09-21 17:00:00+00:00,Long Exit,-453.3333333333576
2021-09-21 17:00:00+00:00,Short Entry,
2021-09-21 17:45:00+00:00,Short Exit (TP),1185.2666666666846
2021-09-21 18:15:00+00:00,Long Entry,
2021-09-21 18:30:00+00:00,Long Exit,338.3333333333576
2021-09-21 18:30:00+00:00,Short Entry,
2021-09-21 18:45:00+00:00,Short Exit (SL),-752.2666666666919
2021-09-22 06:30:00+00:00,Long Entry,
2021-09-22 07:30:00+00:00,Long Exit (SL),-347.20000000001164
2021-09-22 09:30:00+00:00,Short Entry,
2021-09-22 09:30:00+00:00,Short Exit (TP),336.59999999999854
2021-09-22 09:45:00+00:00,Short Entry,
2021-09-22 10:15:00+00:00,Short Exit,-193.3333333333212
2021-09-22 10:15:00+00:00,Long Entry,
2021-09-22 10:45:00+00:00,Long Exit,-46.66666666667879
2021-09-22 10:45:00+00:00,Short Entry,
2021-09-22 11:15:00+00:00,Short Exit (TP),365.80000000001746
2021-09-22 12:00:00+00:00,Long Entry,
2021-09-22 12:15:00+00:00,Long Exit (TP),289.93333333331975
2021-09-22 12:45:00+00:00,Long Entry,
2021-09-22 13:00:00+00:00,Long Exit (SL),-260.9333333333052
2021-09-22 13:30:00+00:00,Short Entry,
2021-09-22 13:30:00+00:00,Short Exit (TP),584.0666666666948
2021-09-22 13:45:00+00:00,Short Entry,
2021-09-22 13:45:00+00:00,Short Exit (SL),-634.533333333311
2021-09-22 15:45:00+00:00,Long Entry,
2021-09-22 15:45:00+00:00,Long Exit (TP),777.9333333333125
2021-09-22 16:15:00+00:00,Short Entry,
2021-09-22 16:30:00+00:00,Short Exit,-30.0
2021-09-22 16:30:00+00:00,Long Entry,
2021-09-22 16:45:00+00:00,Long Exit,-35.0
2021-09-22 16:45:00+00:00,Short Entry,
2021-09-22 17:00:00+00:00,Short Exit (TP),691.933333333327
2021-09-22 17:30:00+00:00,Long Entry,
2021-09-22 17:45:00+00:00,Long Exit,-15.0
2021-09-22 17:45:00+00:00,Short Entry,
2021-09-22 18:00:00+00:00,Short Exit (SL),-462.1333333333314
2021-09-22 19:00:00+00:00,Short Entry,
2021-09-22 19:15:00+00:00,Short Exit (SL),-1281.26666666667
2021-09-22 20:00:00+00:00,Short Entry,
2021-09-22 22:45:00+00:00,End of Session Short Exit,-355.0
2021-09-23 05:15:00+00:00,Long Entry,
2021-09-23 05:30:00+00:00,Long Exit,0.0
2021-09-23 05:30:00+00:00,Short Entry,
2021-09-23 05:45:00+00:00,Short Exit,-28.333333333321207
2021-09-23 05:45:00+00:00,Long Entry,
2021-09-23 06:00:00+00:00,Long Exit,50.0
2021-09-23 06:00:00+00:00,Short Entry,
2021-09-23 06:00:00+00:00,Short Exit (TP),333.73333333332994
2021-09-23 06:15:00+00:00,Short Entry,
2021-09-23 06:45:00+00:00,Short Exit (SL),-301.73333333332266
2021-09-23 07:00:00+00:00,Long Entry,
2021-09-23 07:30:00+00:00,Long Exit (TP),511.1999999999898
2021-09-23 08:30:00+00:00,Long Entry,
2021-09-23 09:00:00+00:00,Long Exit (TP),495.86666666666133
2021-09-23 09:15:00+00:00,Long Entry,
2021-09-23 09:45:00+00:00,Long Exit,125.0
2021-09-23 09:45:00+00:00,Short Entry,
2021-09-23 10:00:00+00:00,Short Exit (TP),542.0666666666875
2021-09-23 10:15:00+00:00,Short Entry,
2021-09-23 10:30:00+00:00,Short Exit,195.0
2021-09-23 10:30:00+00:00,Long Entry,
2021-09-23 10:45:00+00:00,Long Exit,-26.666666666642413
2021-09-23 10:45:00+00:00,Short Entry,
2021-09-23 12:30:00+00:00,Short Exit,221.6666666666424
2021-09-23 12:30:00+00:00,Long Entry,
2021-09-23 12:45:00+00:00,Long Exit (SL),-438.066666666673
2021-09-23 13:30:00+00:00,Long Entry,
2021-09-23 13:30:00+00:00,Long Exit (TP),879.2666666666628
2021-09-23 14:45:00+00:00,Short Entry,
2021-09-23 15:00:00+00:00,Short Exit,-200.0
2021-09-23 15:00:00+00:00,Long Entry,
2021-09-23 15:15:00+00:00,Long Exit (SL),-736.1333333333096
2021-09-23 15:30:00+00:00,Short Entry,
2021-09-23 16:00:00+00:00,Short Exit,-300.0
2021-09-23 16:00:00+00:00,Long Entry,
2021-09-23 16:15:00+00:00,Long Exit,168.3333333333212
2021-09-23 16:15:00+00:00,Short Entry,
2021-09-23 16:45:00+00:00,Short Exit,-246.6666666666788
2021-09-23 16:45:00+00:00,Long Entry,
2021-09-23 18:15:00+00:00,Long Exit,-510.0
2021-09-23 18:15:00+00:00,Short Entry,
2021-09-23 19:45:00+00:00,Short Exit,173.3333333333576
2021-09-23 19:45:00+00:00,Long Entry,
2021-09-23 19:45:00+00:00,Long Exit (SL),-355.9333333333052
2021-09-23 20:00:00+00:00,Short Entry,
2021-09-23 22:45:00+00:00,End of Session Short Exit,-51.66666666667879
2021-09-24 06:15:00+00:00,Long Entry,
2021-09-24 06:30:00+00:00,Long Exit (SL),-259.79999999999563
2021-09-24 07:45:00+00:00,Short Entry,
2021-09-24 10:30:00+00:00,Short Exit,-135.0
2021-09-24 10:30:00+00:00,Long Entry,
2021-09-24 11:00:00+00:00,Long Exit,211.6666666666788
2021-09-24 11:00:00+00:00,Short Entry,
2021-09-24 11:30:00+00:00,Short Exit,181.6666666666788
2021-09-24 11:30:00+00:00,Long Entry,
2021-09-24 12:00:00+00:00,Long Exit,215.0
2021-09-24 12:00:00+00:00,Short Entry,
2021-09-24 12:30:00+00:00,Short Exit,118.3333333333212
2021-09-24 12:30:00+00:00,Long Entry,
2021-09-24 12:45:00+00:00,Long Exit (SL),-433.8000000000102
2021-09-24 13:00:00+00:00,Short Entry,
2021-09-24 13:15:00+00:00,Short Exit (SL),-376.1999999999898
2021-09-24 13:30:00+00:00,Long Entry,
2021-09-24 13:30:00+00:00,Long Exit (TP),521.6666666666788
2021-09-24 13:45:00+00:00,Long Entry,
2021-09-24 14:15:00+00:00,Long Exit,-226.6666666666788
2021-09-24 14:15:00+00:00,Short Entry,
2021-09-24 15:15:00+00:00,Short Exit,-10.0
2021-09-24 15:15:00+00:00,Long Entry,
2021-09-24 15:30:00+00:00,Long Exit,255.0
2021-09-24 15:30:00+00:00,Short Entry,
2021-09-24 15:45:00+00:00,Short Exit (SL),-691.3999999999942
2021-09-24 16:00:00+00:00,Long Entry,
2021-09-24 17:00:00+00:00,Long Exit (TP),1001.6666666666788
2021-09-24 17:45:00+00:00,Short Entry,
2021-09-24 18:45:00+00:00,Short Exit (SL),-415.0
2021-09-24 19:00:00+00:00,Long Entry,
2021-09-24 19:15:00+00:00,Long Exit,80.0
2021-09-24 19:15:00+00:00,Short Entry,
2021-09-24 19:15:00+00:00,Short Exit (SL),-428.066666666673
2021-09-24 19:45:00+00:00,Long Entry,
2021-09-26 22:45:00+00:00,End of Session Long Exit,-226.6666666666788
2021-09-27 05:15:00+00:00,Long Entry,
2021-09-27 05:30:00+00:00,Long Exit (TP),239.53333333331102
2021-09-27 06:00:00+00:00,Long Entry,
2021-09-27 06:15:00+00:00,Long Exit (SL),-232.1333333333314
2021-09-27 08:30:00+00:00,Short Entry,
2021-09-27 09:15:00+00:00,Short Exit,-66.66666666664241
2021-09-27 09:15:00+00:00,Long Entry,
2021-09-27 09:15:00+00:00,Long Exit (SL),-206.5333333333183
2021-09-27 09:45:00+00:00,Short Entry,
2021-09-27 10:30:00+00:00,Short Exit (TP),617.7333333333081
2021-09-27 10:45:00+00:00,Short Entry,
2021-09-27 10:45:00+00:00,Short Exit (TP),587.9999999999927
2021-09-27 11:00:00+00:00,Short Entry,
2021-09-27 11:45:00+00:00,Short Exit,210.0
2021-09-27 11:45:00+00:00,Long Entry,
2021-09-27 12:00:00+00:00,Long Exit (SL),-455.06666666668025
